title,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publisher,Bookauthor_no,Bookauthor_Main,Bookauthor_Co1,Bookauthor_Co2,Age_years,title_nwords
The Vital Illusion,3.84,eng,96,117,7,Columbia University Press,2,Jean Baudrillard,Julia Witwer,0,20,3
Within a Budding Grove  Volume 2 (Remembrance of Things Past  #3),4.04,eng,48,14,2,ComicsLit,3,Stéphane Heuet,Stanislas Brézet,Marcel Proust,17,13
Tomie 1  富江,3.94,eng,248,900,38,ComicsOne Corporation,2,Junji Ito,伊藤潤二,0,15,4
Tomie 2  富江 Part 2,3.86,eng,247,521,32,ComicsOne Corporation,2,Junji Ito,伊藤潤二,0,15,6
The Book of Awakening: Having the Life You Want,4.31,eng,438,5495,295,Conari Press,1,Mark Nepo,0,0,20,9
The Wanderer,3.96,eng,164,696,25,Condor Books,3,Knut Hamsun,Oliver Stallybrass,Gunnvor Stallybrass,19,2
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,3.78,eng,345,16662,739,Contemporary Books,1,Leil Lowndes,0,0,17,13
The Best American Classics,4.14,eng,421,35,4,Cook's Illustrated,2,Cook's Illustrated Magazine,John  Burgoyne,0,14,4
Cook's Illustrated 1995 (Cook's Illustrated Annuals),4.53,eng,232,15,1,Cook's Illustrated,1,Cook's Illustrated Magazine,0,0,25,6
Temptations,4.19,eng,304,99,16,Cooper Square Press,2,Otis Williams,Patricia Romanowski,0,18,1
George Eliot: The Last Victorian,4.05,eng,416,176,25,Cooper Square Press,1,Kathryn  Hughes,0,0,19,5
Marilyn Monroe: The Biography,4.03,eng,752,1396,99,Cooper Square Publishers,1,Donald Spoto,0,0,19,4
The Collected Songs of Cold Mountain,4.41,eng,320,685,36,Copper Canyon Press,3,Hanshan,Red Pine,John Blofeld,20,6
The Book of Questions,4.04,eng,96,2180,224,Copper Canyon Press,2,Pablo Neruda,William O'Daly,0,19,4
The Seven Daughters Of Eve,3.98,eng,368,153,14,Corgi,1,Bryan Sykes,0,0,18,5
Var the Stick (Battle Circle  #2),3.76,eng,172,762,13,Corgi,1,Piers Anthony,0,0,45,7
The Hot Zone: The Chilling True Story of an Ebola Outbreak,4.12,eng,384,163,26,Corgi,1,Richard   Preston,0,0,25,11
The Swords of Night and Day (The Drenai Saga  #11),4.32,eng,640,6954,93,Corgi,1,David Gemmell,0,0,15,11
Bravo Two Zero,4.09,eng,416,9151,269,Corgi,1,Andy McNab,0,0,15,3
Never Go Back,3.71,eng,464,1221,85,Corgi,1,Robert Goddard,0,0,14,3
Small Gods (Discworld  #13),4.29,eng,400,83353,1758,Corgi,1,Terry Pratchett,0,0,15,5
Strata,3.49,eng,285,9019,265,Corgi,1,Terry Pratchett,0,0,32,1
Nanny Ogg's Cookbook,4.0,eng,176,5517,143,Corgi,4,Terry Pratchett,Stephen Briggs,Tina Hannan,19,3
Moving Pictures (Discworld  #10; Industrial Revolution  #1),3.94,eng,396,52713,817,Corgi,1,Terry Pratchett,0,0,15,9
Reaper Man (Discworld  #11; Death  #2),4.28,eng,352,63287,1445,Corgi,1,Terry Pratchett,0,0,15,8
Lords and Ladies (Discworld  #14; Witches #4),4.17,eng,400,53721,814,Corgi,1,Terry Pratchett,0,0,15,8
Hogfather (Discworld  #20; Death  #4),4.23,eng,432,60162,1373,Corgi,1,Terry Pratchett,0,0,14,7
Spring Music,4.05,eng,464,37,5,Corgi,1,Elvi Rhodes,0,0,21,2
We were Soldiers Once... and young,4.31,eng,528,153,10,Corgi,2,Harold G. Moore,Joseph L. Galloway,0,18,6
Castle of Wizardry (The Belgariad  #4),4.16,eng,443,434,12,Corgi,1,David Eddings,0,0,36,7
Deception Point,3.71,eng,585,3353,183,Corgi Books,1,Dan Brown,0,0,16,2
The Hotel New Hampshire,3.9,eng,428,217,26,Corgi Books,1,John Irving,0,0,38,4
Queen of Sorcery (The Belgariad  #2),4.14,eng,447,453,20,Corgi Books (Adult),1,David Eddings,0,0,20,7
A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2),4.3,eng,352,51562,1294,Corgi Childrens,1,Terry Pratchett,0,0,15,12
Spindle's End,3.81,eng,464,189,19,Corgi Childrens,1,Robin McKinley,0,0,17,2
Gorgias/Phaedrus (Agora),4.35,eng,233,18,1,Cornell University Press,2,Plato,James H. Nichols Jr.,0,22,2
The River Runs Black: The Environmental Challenge to China's Future,3.8,eng,337,135,15,Cornell University Press,1,Elizabeth C. Economy,0,0,15,10
Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,3.93,eng,303,448,18,Cornerstone Press Chicago,2,Rolland Hein,Clyde S. Kilby,0,18,35
Casino Royale (James Bond  #1),3.73,eng,188,56,8,Coronet,1,Ian Fleming,0,0,32,6
Girl Meets Ape,3.46,eng,406,553,20,Coronet,1,Chris Manby,0,0,16,3
The Stone Monkey (Lincoln Rhyme  #4),3.96,eng,511,245,20,Coronet Books (GB),1,Jeffery Deaver,0,0,14,7
The Quiet Game (Penn Cage #1),4.2,eng,580,21288,1418,Coronet Books (GB),1,Greg Iles,0,0,20,6
Toast  and Other Stories,3.8,eng,247,935,34,Cosmos Books (OH),1,Charles Stross,0,0,15,5
Kick the Can (One-Eyed Mack  #1),3.85,eng,223,77,10,Council Oak Books,1,Jim Lehrer,0,0,23,7
Huck Finn and Tom Sawyer Among the Indians,3.57,eng,277,242,29,Council Press,2,Mark Twain,Lee Nelson,0,17,8
Heat and Dust,3.55,eng,190,6214,270,Counterpoint,1,Ruth Prawer Jhabvala,0,0,21,3
The Dancing Girl of Izu and Other Stories,3.78,eng,176,1385,75,Counterpoint,2,Yasunari Kawabata,J. Martin Holman,0,22,8
First Snow on Fuji,3.85,eng,227,601,42,Counterpoint,2,Yasunari Kawabata,Michael Emmerich,0,21,4
The Soloist,3.3,eng,320,56,9,Counterpoint,1,Nicholas Christopher,0,0,14,2
Stanley Park,3.57,eng,436,1818,89,Counterpoint LLC,1,Timothy  Taylor,0,0,17,2
All New People,3.63,eng,166,1562,111,Counterpoint LLC,1,Anne Lamott,0,0,21,3
A Complicated Kindness,3.65,eng,253,17963,1023,Counterpoint LLC,1,Miriam Toews,0,0,15,3
King Arthur Flour Whole Grain Baking: Delicious Recipes Using Nutritious Whole Grains,4.13,eng,544,4866,78,Countryman Press,1,King Arthur Flour,0,0,14,12
The New Big Book of America,5.0,eng,56,2,1,Courage Books,2,Todd Davis,Marc Frey,0,18,6
programming.java: An Introduction to Programming Using Java: An Introduction to Programming Using Java,4.0,eng,640,1,0,Course Technology,2,Rick Decker,Stuart Hirshfield,0,21,13
The Elections of 2004,4.0,eng,213,7,0,CQ Press,1,Michael Nelson,0,0,15,4
Fucked By Rock + Cd,3.96,eng,205,1,0,Creation Books,1,Mark Manning,0,0,19,5
Divine Filth: Lost Writings (Modern Classics),3.88,eng,160,76,2,Creation Books,1,Georges Bataille,0,0,16,6
China and Japan (Myths and Legends),3.52,eng,404,23,3,Crescent,1,Donald A. Mackenzie,0,0,32,6
Life of the Beloved: Spiritual Living in a Secular World,4.28,eng,160,7551,498,Crossroad,1,Henri J.M. Nouwen,0,0,18,10
Save the Date: A Spirituality of Dating  Love  Dinner  and the Divine,3.6,eng,191,5,1,Crossroad Publishing Company,1,Jason King,0,0,17,15
Piercing the Darkness (Darkness  #2),4.32,eng,448,50573,588,Crossway Books,1,Frank E. Peretti,0,0,17,6
This Present Darkness (Darkness  #1),4.22,eng,376,86548,1637,Crossway Books,1,Frank E. Peretti,0,0,17,6
The Gospel According to Job,4.46,eng,448,138,19,Crossway Books,1,Mike Mason,0,0,18,5
When the Darkness Will Not Lift: Doing What We Can While We Wait for God—And Joy,4.13,eng,79,1279,126,Crossway Books,1,John Piper,0,0,14,16
Suffering and the Sovereignty of God,4.3,eng,254,652,47,Crossway Books,7,John Piper,Justin Taylor,Mark Talbot,14,6
When I Don't Desire God: How to Fight for Joy,4.19,eng,268,4446,218,Crossway Books,1,John Piper,0,0,16,10
The Legacy of Sovereign Joy: God's Triumphant Grace in the Lives of Augustine  Luther  and Calvin (The Swans Are Not Silent  #1),4.27,eng,158,839,65,Crossway Books,1,John Piper,0,0,14,25
The Hidden Smile of God: The Fruit of Affliction in the Lives of John Bunyan  William Cowper  and David Brainerd (The Swans Are Not Silent  #2),4.34,eng,175,675,61,Crossway Books,1,John Piper,0,0,19,29
The Passion of Jesus Christ,4.23,eng,127,6164,136,Crossway Books,1,John Piper,0,0,16,5
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),4.22,eng,215,4930,460,Crown,1,Douglas Adams,0,0,16,13
The Metamorphosis,3.79,eng,78,181,26,Crown,3,Peter Kuper,Franz Kafka,Kerstin Hasenpusch,17,2
World War Z: An Oral History of the Zombie War,4.01,eng,342,370331,20582,Crown,1,Max Brooks,0,0,14,10
The Audacity of Hope: Thoughts on Reclaiming the American Dream,3.75,eng,375,127324,4496,Crown,1,Barack Obama,0,0,14,10
The Little Ba,3.17,eng,24,42,11,Crown,2,Jimmy Carter,Amy Carter,0,25,3
The Unpublished David Ogilvy,4.16,eng,178,255,19,Crown,2,David Ogilvy,Joel Raphaelson,0,33,4
Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,4.02,eng,320,1373,90,Crown Business,1,Phil Town,0,0,14,14
FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,4.0,eng,352,481,45,Crown Forum,1,Jim  Powell,0,0,16,12
Men  Martians and Machines,3.77,eng,216,164,14,Crown Publishers,3,Eric Frank Russell,George Zebrowski,Isaac Asimov,36,5
The Clan of the Cave Bear (Earth's Children  #1),4.05,eng,468,495,67,Crown Publishing Group,1,Jean M. Auel,0,0,40,10
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),4.22,eng,271,212,18,Crown Publishing Group (NY),1,Douglas Adams,0,0,16,10
Butch/Femme,3.62,eng,64,13,1,Crown Publishing Group (NY),3,Manuela Soares,Judy Grahn,Nisa Donnelly,24,1
Thunderstruck,3.7,eng,463,30574,3534,Crown Publishing Group (NY),1,Erik Larson,0,0,14,1
The Work of Work Servitude  Slavery and Labor in Medieval England,3.0,eng,240,1,0,Cruithne Press,11,Allen J. Frantzen,Ruth Mazo Karras,Madonna J. Hettinger,26,12
Healing Therapies for Overcoming Insomnia,3.6,eng,175,8,1,Crystal Clarity Publishers,2,Peter  Van Houten,Rich McCord,0,15,5
How to Be Happy All the Time,4.36,eng,167,317,19,Crystal Clarity Publishers,1,Paramahansa Yogananda,0,0,14,7
The Southern Haunting of Truman Capote,3.9,eng,135,29,3,Cumberland House Publishing,2,James C.    Simmons,Marie Rudisill,0,20,6
From Glencoe to Stirling: Rob Roy  the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3),3.7,eng,288,12,1,Cumberland House Publishing,2,Walter Scott,George Grant,0,20,19
King Lear  Macbeth  Indefinition  and Tragedy,4.11,eng,180,18,3,Cybereditions Corp,1,Stephen  Booth,0,0,18,9
23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,3.67,eng,344,360,26,Da Capo Press,2,John Wilcockson,Graham   Watson,0,15,14
Chicago Blues: The City and the Music,3.92,eng,226,25,2,Da Capo Press,2,Mike  Rowe,Ronald Radano,0,39,7
The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,3.83,eng,384,608,78,Da Capo Press,1,Ray Oldenburg,0,0,21,25
The Life of Sir Arthur Conan Doyle,4.01,eng,320,148,6,Da Capo Press,2,John Dickson Carr,Daniel Stashower,0,17,7
One Hand Clapping,3.82,eng,224,1008,51,Da Capo Press,1,Anthony Burgess,0,0,21,3
Hemingway: A Biography,4.0,eng,644,197,15,Da Capo Press,1,Jeffrey Meyers,0,0,21,3
Rough Magic: A Biography of Sylvia Plath,3.92,eng,402,1516,60,Da Capo Press,1,Paul Alexander,0,0,17,7
The Legacy of Mark Rothko,3.87,eng,403,36,5,Da Capo Press,1,Lee Seldes,0,0,24,5
The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels,4.21,eng,720,52,12,Da Capo Press,2,Robert Louis Stevenson,Charles Neider,0,22,16
The Collapse of the Third Republic,4.21,eng,1082,531,40,Da Capo Press,1,William L. Shirer,0,0,26,6
Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love,3.92,eng,280,639,75,Da Capo Press,2,Yehuda Koren,Eilat Negev,0,14,14
Johnny Cash,3.79,eng,334,285,25,Da Capo Press,1,Michael Streissguth,0,0,14,2
The Complete Essays of Mark Twain,4.33,eng,732,195,15,Da Capo Press,2,Mark Twain,Charles Neider,0,20,6
Hannibal: Enemy Of Rome,3.89,eng,248,129,17,Da Capo Press,1,Leonard Cottrell,0,0,28,4
Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,4.11,eng,288,334,15,Da Capo Press,1,Nick Tosches,0,0,21,16
Afterglow: A Last Conversation With Pauline Kael,3.69,eng,134,128,15,Da Capo Press,2,Francis Davis,Pauline Kael,0,17,7
Expelled from Eden: A William T. Vollmann Reader,4.06,eng,512,156,20,Da Capo Press,3,William T. Vollmann,Larry McCaffery,Michael Hemmingson,16,8
Magician: Apprentice (The Riftwar Saga  #1),4.45,eng,265,276,5,Dabel Brothers Productions,2,Raymond E. Feist,Brett Booth,0,14,7
The Hedge Knight (The Tales of Dunk and Egg  #1),4.14,eng,164,15977,415,Dabel Brothers Publishing,4,Ben Avery,Mike S. Miller,George R.R. Martin,15,11
The Wood Boy / The Burning Man,3.63,eng,144,363,13,Dabel Brothers Publishing,6,Raymond E. Feist,Tad Williams,Mat Broome,15,7
C.G. Jung and Hermann Hesse: A Book of Two Friendships,4.02,eng,142,405,21,Daimon Verlag,1,Miguel Serrano,0,0,23,10
Point Counter Point,3.86,eng,432,9522,210,Dalkey Archive Press,1,Aldous Huxley,0,0,24,3
Letters,3.81,eng,772,212,15,Dalkey Archive Press,1,John Barth,0,0,26,1
The Third Policeman,4.01,eng,200,12452,1179,Dalkey Archive Press,2,Flann O'Brien,Denis Donoghue,0,21,3
The Last Days,3.8,eng,250,189,17,Dalkey Archive Press,3,Raymond Queneau,Barbara Wright,Vivian Kogan,24,3
The Review of Contemporary Fiction: Fall 2001: Gilbert Sorrentino/William Gaddis/Mary Caponegro/Margery Latimer,3.4,eng,240,5,2,Dalkey Archive Press,5,John      O'Brien,David Andrews,John Beer,19,12
Bouvard and Pecuchet,3.86,eng,328,2820,103,Dalkey Archive Press,4,Gustave Flaubert,Αχιλλέας Κυριακίδης,Mark Polizzotti,14,3
Yellow Back Radio Broke-Down,3.83,eng,177,496,38,Dalkey Archive Press,1,Ishmael Reed,0,0,20,4
The Prince,3.81,eng,140,194545,4260,Dante University of America Press,3,Niccolò Machiavelli,Rufus Goodwin,Benjamin Martinez,17,2
The Amazing Adventures of the Escapist: Volume 1,3.46,eng,159,1097,105,Dark Horse,8,Michael Chabon,Glen David Gold,Bill Sienkiewicz,16,8
Outlander - The Exile of Sharad Hett (Star Wars: Ongoing  Volume 2),3.43,eng,144,126,17,Dark Horse,4,Timothy Truman,Rick Leonardi,Tom Raney,19,13
H.G. Wells' The War of the Worlds (Graphic Novel),3.87,eng,70,367,23,Dark Horse,2,Ian Edginton,D'Israeli,0,14,9
Star Wars: Rebellion  Vol. 1: My Brother  My Enemy,3.94,eng,128,518,23,Dark Horse,2,Rob Williams,Michel Lacombe,0,13,11
Dark Horse Deluxe Journal: Craig Thompson's Angels and Demons,3.52,eng,128,46,1,Dark Horse,1,Craig Thompson,0,0,17,9
Aliens: Original Sin,3.71,eng,256,247,18,Dark Horse Books,1,Michael Jan Friedman,0,0,15,3
The Gremlins,3.44,eng,56,511,65,Dark Horse Books,4,Roald Dahl,Artists and Writers Guild,Walt Disney Company,14,2
The Tale of Genji,4.05,eng,81,475,37,Dark Horse Books,5,Yoshitaka Amano,Murasaki Shikibu,Rachel Nacth,14,4
Coffin: The Art of Vampire Hunter D,4.58,eng,199,596,16,Dark Horse Books,1,Yoshitaka Amano,0,0,14,7
The Facts in the Case of the Departure of Miss Finch,3.54,eng,51,2038,198,Dark Horse Books,2,Neil Gaiman,Michael Zulli,0,12,11
Creatures of the Night,3.83,eng,46,1706,171,Dark Horse Books,2,Neil Gaiman,Michael Zulli,0,16,4
Star Wars: Underworld - The Yavin Vassilika,3.35,eng,120,83,6,Dark Horse Books,2,Mike Kennedy,Carlos Meglia,0,19,7
Conan and the Demons of Khitai,3.31,eng,90,130,16,Dark Horse Books,4,Akira Yoshida,Pat Lee,Paul Lee,14,6
Star Wars: Empire  Volume 7: The Wrong Side of the War,3.79,eng,144,109,7,Dark Horse Books,3,Welles Hartley,Davide Fabbri,Christian Dalla Vecchia,13,12
Star Wars: Clone Wars  Volume 1: The Defense of Kamino and Other Tales,3.85,eng,128,911,38,Dark Horse Books,2,John Ostrander,W. Haden Blackman,0,17,14
Star Wars: Empire  Volume 6: In the Shadows of Their Fathers,3.68,eng,144,124,10,Dark Horse Books,2,Thomas Andrews,Scott Allie,0,14,12
Star Wars: Clone Wars  Volume 9: Endgame,4.11,eng,144,422,25,Dark Horse Books,3,John Ostrander,Welles Hartley,Jan Duursema,14,8
Star Wars Tales  Vol. 1,3.89,eng,220,932,36,Dark Horse Books,24,Dave Land,Peter David,Dave Cooper,16,6
Star Wars: Clone Wars  Volume 6: On the Fields of Battle,4.04,eng,168,487,18,Dark Horse Books,2,John Ostrander,Jan Duursema,0,15,12
Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth,4.1,eng,144,424,20,Dark Horse Books,3,John Ostrander,Jan Duursema,Dan Parsons,14,14
Star Wars: Empire  Volume 1: Betrayal,3.82,eng,96,621,32,Dark Horse Books,3,Scott Allie,Ryan Benjamin,Curtis Arnold,17,7
Star Wars: Clone Wars Adventures  Volume 6,3.78,eng,88,176,10,Dark Horse Books,10,W. Haden Blackman,Matt Fillbach,Shawn Fillbach,14,8
Star Wars: Empire  Volume 5: Allies and Adversaries,3.51,eng,120,135,9,Dark Horse Books,3,Ron Marz,Jeremy Barlow,Brandon Badeaux,14,9
Planet of the Apes  Volume 1: Old Gods,2.62,eng,80,8,2,Dark Horse Comics,1,Ian Edginton,0,0,18,9
Museum of Terror  Vol. 1: Tomie 1,4.09,eng,375,1444,83,Dark Horse Comics,3,Junji Ito,伊藤潤二,Naomi Kokubo,14,8
Grendel: Devil,4.08,eng,48,539,29,Dark Horse Comics,4,Matt Wagner,Rich Rankin,Chris Pitzer,13,2
Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,3.88,eng,288,325,12,Dark Horse Comics,6,Michael A. Stackpole,Jan Strnad,Ryder Windham,14,9
Will Eisner Sketchbook,4.31,eng,200,42,2,Dark Horse Comics,1,Will Eisner,0,0,16,3
Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1),4.07,eng,152,1791,100,Dark Horse Comics,5,John Jackson Miller,Travis Charest,Michael Atiyeh,14,20
Ghost in the Shell (Ghost in the Shell  #1),4.18,eng,350,8456,302,Dark Horse Comics,1,Masamune Shirow,0,0,14,10
Dominion,3.75,eng,225,298,8,Dark Horse Manga,1,Masamune Shirow,0,0,20,1
Museum of Terror  Vol. 2: Tomie 2,4.11,eng,376,911,33,Dark Horse Manga,3,Junji Ito,伊藤潤二,Naomi Kokubo,14,8
Museum of Terror  Vol. 3: The Long Hair in the Attic,4.12,eng,392,628,26,Dark Horse Manga,2,Junji Ito,伊藤潤二,0,14,12
Eden: It's an Endless World  Volume 3 (Eden: It's an Endless World  #3),4.2,eng,224,421,14,Dark Horse Manga,1,Hiroki Endo,0,0,14,15
Ju-on Volume 1 (呪怨  #1),3.82,eng,240,348,31,Dark Horse Manga,2,Kei Ohishi,Joe Swift,0,14,6
The Ring  Volume 1,3.63,eng,304,389,32,Dark Horse Manga,2,Misao Inagaki,Hiroshi Takahashi,0,17,5
Hellsing  Vol. 04 (Hellsing  #4),4.28,eng,208,2596,56,Dark Horse Manga,1,Kohta Hirano,0,0,16,7
Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),3.97,eng,216,1848,66,Dark Horse Manga,1,Hiroki Endo,0,0,15,15
The Ring Volume 4 Birthday,3.58,eng,160,56,2,Dark Horse Manga,2,Kōji Suzuki,Sakura Mizuki,0,15,5
The Wounded Healer: Ministry in Contemporary Society,4.26,eng,100,8024,317,Darton  Longman & Todd,1,Henri J.M. Nouwen,0,0,26,7
Louisa May Alcott's Christmas Treasury,3.96,eng,282,715,44,David C Cook,3,Louisa May Alcott,C. Michael Dudash,Stephen W. Hines,18,5
A Near Thing for Captain Najork (Captain Najork #2),4.18,eng,32,76,11,David R. Godine,2,Russell Hoban,Quentin Blake,0,14,9
How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),4.29,eng,32,307,42,David R. Godine,2,Russell Hoban,Quentin Blake,0,14,12
Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,3.8,eng,274,23,7,David R. Godine Publisher,1,Ann Thwaite,0,0,26,12
Selected Poems of Herman Melville,3.77,eng,512,12,3,David R. Godine Publisher,2,Herman Melville,Robert Penn Warren,0,16,5
Things: A Story of the Sixties; A Man Asleep,3.98,eng,221,1062,63,David R. Godine Publisher,3,Georges Perec,David Bellos,Andrew Leak,10,9
W  or the Memory of Childhood,3.88,eng,176,1472,76,David R. Godine Publisher,2,Georges Perec,David Bellos,0,10,7
Broken Vessels,4.33,eng,195,351,45,David R. Godine Publisher,1,Andre Dubus,0,0,28,2
The Woman in Black,3.71,eng,138,31467,3061,David R. Godine Publisher,2,Susan Hill,John Lawrence,0,19,4
Sanctuary (Dragon Jousters  #3),4.01,eng,448,6437,81,DAW,1,Mercedes Lackey,0,0,14,5
Phoenix and Ashes (Elemental Masters  #3),4.01,eng,480,6980,229,DAW,1,Mercedes Lackey,0,0,15,7
Crossroads and Other Tales of Valdemar (Tales of Valdemar #3),3.87,eng,338,3049,32,DAW,17,Mercedes Lackey,Rosemary Edghill,Sarah A. Hoyt,15,10
Joust (Dragon Jousters  #1),4.02,eng,448,10113,263,DAW,1,Mercedes Lackey,0,0,16,5
Winds of Fury (Valdemar: Mage Winds #3),4.05,eng,423,12027,105,DAW,1,Mercedes Lackey,0,0,26,7
Winds of Fate (Valdemar: Mage Winds #1),4.04,eng,458,14611,208,DAW,1,Mercedes Lackey,0,0,28,7
Owlknight (Owl Mage Trilogy  #3),3.98,eng,450,8045,98,DAW,2,Mercedes Lackey,Larry Dixon,0,20,6
Owlflight (Owl Mage Trilogy  #1),3.98,eng,342,9217,168,DAW,2,Mercedes Lackey,Larry Dixon,0,22,6
By the Light of the Green Star (Green Star  #3),3.53,eng,175,102,10,DAW,1,Lin Carter,0,0,46,11
Phantoms,3.38,eng,270,13,0,DAW,1,Rosalind M. Greenberg,0,0,31,1
Fantasy Gone Wrong,3.45,eng,309,229,33,DAW,18,Martin H. Greenberg,Brittiany A. Koren,Brian Stableford,14,3
Christmas Bestiary,3.62,eng,315,21,3,DAW,21,Martin H. Greenberg,Jack Nimersheim,Jane Yolen,28,2
Black Cats and Broken Mirrors,3.38,eng,320,63,7,DAW,19,John Helfers,Esther M. Friesner,Nina Kiriki Hoffman,22,5
Time Twisters,3.36,eng,306,35,6,DAW,20,Jean Rabe,Martin H. Greenberg,Stephen Leigh,13,2
Crown of Stars (Crown of Stars  #7),3.91,eng,609,2169,54,DAW,1,Kate Elliott,0,0,13,8
Dance Down the Stars (Duel of Sorcery: Dancer  #3),3.74,eng,368,35,0,DAW,1,Jo Clayton,0,0,26,10
Fire in the Sky (Diadem: Shadowsong  #1),3.87,eng,352,63,2,DAW,1,Jo Clayton,0,0,25,8
Quester's Endgame,3.98,eng,372,159,6,DAW,1,Jo Clayton,0,0,34,2
Shadowkill (Diadem: Shadith's Quest  #3),3.99,eng,400,68,1,DAW,2,Jo Clayton,Jo Clayton,0,29,6
To Battle the Gods (Jalav  Amazon Warrior  #5),4.07,eng,446,87,1,DAW,1,Sharon Green,0,0,34,10
Wild Magic (Drinker of Souls: Wild Magic  #1),3.71,eng,368,112,4,DAW,1,Jo Clayton,0,0,29,9
